bot_combo,top_combo,umbral_bot,umbral_top,cooldown,pnl_pct,portfolio,n_buy,n_sell,n_trades,n_ign,win_rate,alpha_vs_bh,alpha_vs_orig
bb_position,drawdown_pct,0.65,0.6,12,-41.18,588.18,455,473,928,652,43.1,34.6,28.66
recovery_pct,drawdown_pct+bb_position,0.65,0.8,72,-41.18,588.16,106,113,219,94,23.9,34.6,28.66
close_position,drawdown_pct,0.75,0.75,12,-41.19,588.1,406,417,823,417,39.1,34.59,28.65
close_position,close_position+drawdown_pct,0.8,0.8,24,-41.19,588.13,247,260,507,110,26.9,34.59,28.65
close_position+bb_position,bb_position,0.6,0.65,24,-41.19,588.07,283,293,576,223,35.2,34.59,28.65
close_position+bb_position,close_position+drawdown_pct,0.65,0.7,12,-41.19,588.09,433,447,880,403,36.7,34.59,28.65
close_position+bb_position,close_position+drawdown_pct+bb_position,0.8,0.75,24,-41.2,588.04,257,271,528,104,23.2,34.58,28.64
close_position+bb_position+recovery_pct,drawdown_pct,0.8,0.7,48,-41.2,587.96,158,166,324,80,31.9,34.58,28.64
close_position+bb_position,close_position+drawdown_pct,0.65,0.65,12,-41.21,587.88,455,470,925,372,38.5,34.57,28.63
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.8,0.65,48,-41.22,587.81,159,166,325,88,30.7,34.56,28.62
close_position,close_position,0.7,0.7,24,-41.23,587.66,274,287,561,84,23.0,34.55,28.61
close_position,drawdown_pct,0.75,0.8,12,-41.23,587.72,383,399,782,374,30.1,34.55,28.61
bb_position,drawdown_pct,0.6,0.65,24,-41.23,587.66,283,292,575,254,37.3,34.55,28.61
bb_position+recovery_pct,close_position+drawdown_pct,0.75,0.65,48,-41.23,587.7,159,168,327,80,24.4,34.55,28.61
close_position,close_position+bb_position,0.6,0.7,72,-41.25,587.46,111,116,227,126,25.0,34.53,28.59
bb_position+recovery_pct,close_position,0.8,0.75,12,-41.25,587.51,379,391,770,268,38.1,34.53,28.59
bb_position,close_position+drawdown_pct,0.6,0.7,12,-41.26,587.44,434,448,882,402,36.8,34.52,28.58
close_position+bb_position,drawdown_pct,0.65,0.65,24,-41.26,587.35,283,292,575,254,37.0,34.52,28.58
bb_position,close_position,0.75,0.7,12,-41.27,587.31,416,431,847,355,35.5,34.51,28.57
close_position+bb_position,bb_position,0.85,0.9,72,-41.27,587.27,102,105,207,56,32.4,34.51,28.57
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.9,0.9,96,-41.28,587.24,77,80,157,30,35.0,34.5,28.56
bb_position,close_position+drawdown_pct,0.6,0.65,12,-41.29,587.08,456,471,927,368,38.6,34.49,28.55
close_position+recovery_pct,drawdown_pct+bb_position,0.6,0.7,12,-41.29,587.1,430,446,876,332,39.7,34.49,28.55
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.75,24,-41.29,587.12,259,274,533,101,24.1,34.49,28.55
bb_position,close_position+drawdown_pct+bb_position,0.65,0.8,72,-41.3,587.03,107,113,220,187,25.7,34.48,28.54
close_position+bb_position,close_position+drawdown_pct,0.7,0.75,72,-41.32,586.77,108,114,222,160,30.7,34.46,28.52
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.6,0.75,72,-41.32,586.8,108,114,222,159,29.8,34.46,28.52
close_position+bb_position,close_position+drawdown_pct+bb_position,0.85,0.7,12,-41.33,586.74,360,365,725,591,52.1,34.45,28.51
close_position+recovery_pct,close_position+drawdown_pct,0.65,0.7,12,-41.33,586.74,423,437,860,306,40.3,34.45,28.51
close_position+bb_position+recovery_pct,close_position,0.75,0.8,96,-41.33,586.72,81,85,166,117,27.1,34.45,28.51
close_position+recovery_pct,drawdown_pct,0.75,0.65,12,-41.34,586.6,415,422,837,652,48.6,34.44,28.5
bb_position+recovery_pct,bb_position,0.7,0.65,24,-41.34,586.57,277,284,561,268,43.7,34.44,28.5
close_position+bb_position+recovery_pct,close_position,0.8,0.75,12,-41.34,586.64,376,387,763,282,38.5,34.44,28.5
close_position,drawdown_pct+bb_position,0.7,0.65,12,-41.35,586.48,441,450,891,476,45.6,34.43,28.49
recovery_pct,close_position,0.75,0.75,12,-41.35,586.54,380,392,772,286,37.8,34.43,28.49
close_position,bb_position,0.85,0.9,72,-41.36,586.37,97,103,200,56,25.2,34.42,28.48
close_position,drawdown_pct+bb_position,0.75,0.75,12,-41.36,586.45,399,412,811,337,36.9,34.42,28.48
close_position+bb_position,close_position+drawdown_pct+bb_position,0.8,0.8,72,-41.36,586.41,107,111,218,59,30.6,34.42,28.48
close_position+recovery_pct,drawdown_pct+bb_position,0.6,0.65,12,-41.36,586.37,443,456,899,430,44.1,34.42,28.48
close_position,drawdown_pct+bb_position,0.75,0.65,12,-41.39,586.08,418,425,843,601,48.5,34.39,28.45
bb_position,bb_position,0.6,0.65,12,-41.42,585.85,457,471,928,400,41.8,34.36,28.42
recovery_pct,close_position+drawdown_pct+bb_position,0.7,0.7,24,-41.42,585.77,266,278,544,124,29.9,34.36,28.42
close_position+bb_position+recovery_pct,close_position+bb_position,0.6,0.8,72,-41.42,585.78,106,113,219,164,26.5,34.36,28.42
close_position+bb_position+recovery_pct,close_position+bb_position,0.8,0.65,48,-41.42,585.81,158,164,322,73,31.7,34.36,28.42
close_position,close_position+drawdown_pct+bb_position,0.65,0.7,72,-41.44,585.57,110,116,226,157,28.4,34.34,28.4
recovery_pct,bb_position,0.6,0.7,24,-41.44,585.57,275,282,557,159,41.5,34.34,28.4
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.8,0.7,48,-41.45,585.51,155,162,317,83,29.0,34.33,28.39
close_position,close_position+drawdown_pct,0.6,0.7,24,-41.46,585.36,276,287,563,121,25.1,34.32,28.38
bb_position,drawdown_pct+bb_position,0.85,0.7,12,-41.46,585.43,389,396,785,497,51.5,34.32,28.38
close_position+recovery_pct,close_position+bb_position,0.6,0.8,72,-41.5,585.03,106,113,219,121,26.5,34.28,28.34
recovery_pct,drawdown_pct,0.7,0.7,12,-41.53,584.71,412,419,831,490,48.0,34.25,28.31
recovery_pct,drawdown_pct+bb_position,0.75,0.65,12,-41.53,584.73,409,419,828,557,47.7,34.25,28.31
close_position+bb_position,close_position+drawdown_pct,0.8,0.75,24,-41.55,584.47,257,271,528,115,24.0,34.23,28.29
bb_position,close_position+drawdown_pct,0.75,0.65,12,-41.56,584.37,433,446,879,452,44.4,34.22,28.28
close_position+bb_position,close_position+drawdown_pct+bb_position,0.9,0.85,12,-41.56,584.44,283,292,575,237,39.7,34.22,28.28
close_position,close_position+drawdown_pct+bb_position,0.6,0.7,12,-41.57,584.26,432,447,879,402,37.1,34.21,28.27
bb_position+recovery_pct,drawdown_pct+bb_position,0.8,0.8,24,-41.58,584.24,250,264,514,63,25.0,34.2,28.26
recovery_pct,drawdown_pct+bb_position,0.7,0.7,24,-41.59,584.1,265,276,541,188,34.4,34.19,28.25
close_position+bb_position,close_position+drawdown_pct,0.6,0.7,12,-41.59,584.09,434,448,882,412,36.6,34.19,28.25
close_position,close_position+drawdown_pct+bb_position,0.6,0.7,72,-41.6,584.02,110,116,226,163,28.4,34.18,28.24
bb_position,close_position,0.8,0.8,72,-41.6,584.01,105,112,217,101,25.9,34.18,28.24
close_position+bb_position,close_position+drawdown_pct,0.65,0.8,72,-41.6,584.01,106,113,219,189,27.4,34.18,28.24
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.7,12,-41.6,583.99,428,443,871,320,40.0,34.18,28.24
close_position+bb_position,close_position+drawdown_pct,0.6,0.65,12,-41.61,583.87,456,471,927,373,38.4,34.17,28.23
close_position+bb_position+recovery_pct,drawdown_pct,0.75,0.75,48,-41.62,583.82,157,163,320,84,27.6,34.16,28.22
close_position+bb_position+recovery_pct,drawdown_pct,0.9,0.9,72,-41.62,583.77,95,103,198,46,24.3,34.16,28.22
close_position,close_position+drawdown_pct+bb_position,0.85,0.85,48,-41.63,583.67,134,144,278,53,20.8,34.15,28.21
bb_position,close_position,0.75,0.75,12,-41.63,583.69,393,410,803,342,27.6,34.15,28.21
bb_position,drawdown_pct,0.75,0.8,48,-41.63,583.74,156,161,317,93,28.0,34.15,28.21
close_position+bb_position,bb_position,0.8,0.7,48,-41.63,583.66,155,162,317,67,24.1,34.15,28.21
close_position+bb_position,drawdown_pct,0.8,0.75,12,-41.64,583.56,393,403,796,452,42.9,34.14,28.2
recovery_pct,close_position+drawdown_pct+bb_position,0.6,0.65,12,-41.65,583.5,434,444,878,398,47.5,34.13,28.19
close_position+recovery_pct,bb_position,0.9,0.9,0,-41.65,583.51,432,448,880,563,53.3,34.13,28.19
close_position+recovery_pct,close_position+drawdown_pct,0.9,0.8,12,-41.65,583.46,281,286,567,437,51.4,34.13,28.19
close_position+bb_position+recovery_pct,bb_position,0.9,0.85,24,-41.65,583.54,213,219,432,138,41.6,34.13,28.19
close_position+bb_position,bb_position,0.8,0.6,12,-41.66,583.45,407,414,821,872,52.9,34.12,28.18
recovery_pct,close_position+drawdown_pct,0.6,0.65,12,-41.67,583.32,436,444,880,421,47.3,34.11,28.17
recovery_pct,close_position+bb_position,0.6,0.65,48,-41.68,583.16,158,166,324,91,25.9,34.1,28.16
close_position+bb_position+recovery_pct,close_position,0.75,0.7,12,-41.68,583.19,409,424,833,323,38.4,34.1,28.16
close_position,close_position+drawdown_pct+bb_position,0.75,0.7,12,-41.69,583.14,405,416,821,433,40.9,34.09,28.15
bb_position,close_position,0.75,0.8,72,-41.69,583.1,105,112,217,145,27.7,34.09,28.15
recovery_pct,close_position+bb_position,0.6,0.8,72,-41.7,583.01,106,113,219,96,27.4,34.08,28.14
bb_position+recovery_pct,close_position+drawdown_pct,0.75,0.8,96,-41.7,583.04,83,87,170,81,28.7,34.08,28.14
recovery_pct,close_position,0.7,0.75,12,-41.72,582.79,384,397,781,282,36.3,34.06,28.12
recovery_pct,bb_position,0.85,0.7,12,-41.72,582.77,372,379,751,528,51.5,34.06,28.12
close_position+bb_position,drawdown_pct+bb_position,0.85,0.7,12,-41.72,582.82,361,366,727,656,53.6,34.06,28.12
bb_position,drawdown_pct,0.75,0.8,24,-41.73,582.67,263,278,541,105,20.1,34.05,28.11
close_position+bb_position+recovery_pct,close_position,0.8,0.7,12,-41.73,582.65,386,397,783,397,43.8,34.05,28.11
close_position+bb_position,bb_position,0.6,0.65,12,-41.74,582.64,457,471,928,407,41.4,34.04,28.1
close_position,drawdown_pct+bb_position,0.6,0.7,12,-41.76,582.39,435,452,887,401,38.9,34.02,28.08
close_position+bb_position,bb_position,0.85,0.8,24,-41.77,582.32,239,251,490,138,29.9,34.01,28.07
close_position+recovery_pct,bb_position,0.7,0.65,24,-41.78,582.19,273,280,553,298,43.6,34.0,28.06
recovery_pct,drawdown_pct,0.65,0.75,48,-41.79,582.12,158,163,321,78,27.6,33.99,28.05
close_position+bb_position,close_position+drawdown_pct+bb_position,0.65,0.8,72,-41.8,582.01,107,113,220,187,27.4,33.98,28.04
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.7,24,-41.81,581.94,267,277,544,128,33.2,33.97,28.03
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.75,0.65,48,-41.81,581.94,159,168,327,86,25.6,33.97,28.03
close_position+bb_position,drawdown_pct+bb_position,0.7,0.65,12,-41.83,581.72,451,465,916,430,41.5,33.95,28.01
close_position+recovery_pct,close_position,0.7,0.7,12,-41.84,581.63,412,427,839,306,38.6,33.94,28.0
close_position+recovery_pct,close_position+drawdown_pct,0.85,0.85,72,-41.84,581.6,102,109,211,39,28.4,33.94,28.0
close_position+bb_position,bb_position,0.65,0.65,12,-41.87,581.27,456,468,924,417,44.0,33.91,27.97
close_position+recovery_pct,close_position,0.6,0.8,72,-41.87,581.28,105,112,217,160,25.9,33.91,27.97
close_position+bb_position,drawdown_pct,0.9,0.85,24,-41.88,581.2,212,220,432,184,38.2,33.9,27.96
recovery_pct,drawdown_pct+bb_position,0.65,0.7,24,-41.9,580.98,269,280,549,146,32.9,33.88,27.94
bb_position+recovery_pct,close_position,0.6,0.65,24,-41.9,581.04,279,292,571,202,31.8,33.88,27.94
recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.9,24,-41.91,580.93,198,213,411,87,13.1,33.87,27.93
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.75,0.8,72,-41.92,580.82,106,113,219,70,23.9,33.86,27.92
close_position+recovery_pct,drawdown_pct,0.6,0.7,48,-41.93,580.66,159,168,327,102,21.4,33.85,27.91
close_position,close_position+bb_position,0.75,0.8,72,-41.94,580.65,105,113,218,97,24.8,33.84,27.9
bb_position,drawdown_pct+bb_position,0.85,0.7,48,-41.94,580.6,151,162,313,79,21.6,33.84,27.9
close_position+bb_position,close_position+bb_position,0.7,0.75,72,-41.94,580.59,108,114,222,217,28.9,33.84,27.9
close_position+bb_position+recovery_pct,close_position,0.75,0.7,24,-41.94,580.59,270,284,554,84,27.5,33.84,27.9
bb_position,close_position+bb_position,0.7,0.8,72,-41.95,580.49,106,113,219,157,25.7,33.83,27.89
bb_position,close_position+bb_position,0.75,0.8,72,-41.95,580.5,106,113,219,128,26.5,33.83,27.89
bb_position,close_position+bb_position,0.8,0.7,48,-41.95,580.51,156,163,319,93,29.4,33.83,27.89
bb_position+recovery_pct,close_position,0.7,0.75,12,-41.95,580.55,397,411,808,281,32.8,33.83,27.89
recovery_pct,close_position+bb_position,0.7,0.7,24,-41.96,580.43,267,278,545,133,32.7,33.82,27.88
recovery_pct,close_position+bb_position,0.85,0.8,48,-41.96,580.39,142,150,292,80,23.3,33.82,27.88
close_position+bb_position,bb_position,0.8,0.65,12,-41.96,580.44,405,411,816,663,50.9,33.82,27.88
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.75,12,-41.96,580.36,283,288,571,683,52.1,33.82,27.88
bb_position,drawdown_pct,0.8,0.8,48,-41.97,580.35,154,158,312,66,25.9,33.81,27.87
bb_position+recovery_pct,drawdown_pct,0.75,0.8,96,-41.97,580.29,83,87,170,91,28.7,33.81,27.87
close_position,close_position+bb_position,0.7,0.75,72,-42.0,580.0,108,114,222,166,28.9,33.78,27.84
close_position,drawdown_pct+bb_position,0.65,0.65,12,-42.0,579.99,446,460,906,475,42.2,33.78,27.84
bb_position,drawdown_pct,0.75,0.65,12,-42.0,580.04,428,441,869,618,44.4,33.78,27.84
recovery_pct,drawdown_pct,0.6,0.75,48,-42.0,579.96,158,163,321,80,27.0,33.78,27.84
close_position+bb_position+recovery_pct,close_position,0.8,0.75,24,-42.0,579.98,253,269,522,79,23.8,33.78,27.84
close_position+bb_position+recovery_pct,bb_position,0.6,0.75,72,-42.0,580.01,109,114,223,160,28.9,33.78,27.84
close_position+bb_position,close_position+bb_position,0.6,0.8,72,-42.01,579.87,106,113,219,199,24.8,33.77,27.83
close_position+recovery_pct,close_position+drawdown_pct,0.75,0.8,72,-42.01,579.89,106,113,219,71,24.8,33.77,27.83
close_position,drawdown_pct+bb_position,0.8,0.9,96,-42.02,579.84,79,82,161,67,34.1,33.76,27.82
bb_position,drawdown_pct,0.7,0.6,12,-42.02,579.82,448,466,914,674,44.6,33.76,27.82
close_position+bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.75,12,-42.02,579.82,357,369,726,345,41.5,33.76,27.82
close_position+bb_position+recovery_pct,bb_position,0.75,0.7,12,-42.03,579.73,421,430,851,353,47.7,33.75,27.81
recovery_pct,bb_position,0.9,0.8,12,-42.04,579.57,324,335,659,307,46.9,33.74,27.8
close_position+recovery_pct,close_position+drawdown_pct,0.8,0.75,12,-42.04,579.59,375,388,763,284,36.1,33.74,27.8
bb_position,drawdown_pct,0.8,0.7,12,-42.05,579.49,410,421,831,509,46.6,33.73,27.79
bb_position,close_position+bb_position,0.6,0.8,72,-42.05,579.48,106,113,219,195,24.8,33.73,27.79
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.8,12,-42.07,579.28,295,304,599,360,42.4,33.71,27.77
bb_position,close_position,0.6,0.75,12,-42.08,579.23,404,422,826,430,27.7,33.7,27.76
close_position+bb_position+recovery_pct,drawdown_pct,0.75,0.7,12,-42.08,579.18,421,431,852,443,44.5,33.7,27.76
close_position+bb_position+recovery_pct,close_position+bb_position,0.8,0.75,24,-42.08,579.15,253,266,519,83,32.7,33.7,27.76
bb_position,close_position+drawdown_pct+bb_position,0.8,0.85,72,-42.09,579.11,103,109,212,141,22.0,33.69,27.75
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.85,0.8,24,-42.09,579.08,233,244,477,110,30.3,33.69,27.75
bb_position+recovery_pct,close_position+bb_position,0.6,0.8,72,-42.09,579.11,106,113,219,131,26.5,33.69,27.75
bb_position,drawdown_pct+bb_position,0.7,0.8,72,-42.1,578.97,106,113,219,167,23.0,33.68,27.74
close_position+bb_position,drawdown_pct+bb_position,0.8,0.7,24,-42.1,578.95,261,270,531,235,37.8,33.68,27.74
recovery_pct,close_position+drawdown_pct,0.7,0.8,72,-42.11,578.87,106,113,219,62,23.9,33.67,27.73
close_position+recovery_pct,close_position,0.9,0.85,72,-42.12,578.79,95,100,195,58,29.0,33.66,27.72
close_position,drawdown_pct+bb_position,0.75,0.7,12,-42.13,578.72,407,419,826,445,43.4,33.65,27.71
bb_position+recovery_pct,close_position+drawdown_pct,0.85,0.75,12,-42.14,578.57,369,382,751,277,42.7,33.64,27.7
bb_position,close_position,0.7,0.8,72,-42.15,578.52,105,112,217,190,25.0,33.63,27.69
close_position+bb_position,close_position,0.6,0.8,72,-42.16,578.4,105,112,217,224,25.0,33.62,27.68
close_position+bb_position,close_position+bb_position,0.8,0.85,96,-42.17,578.35,80,83,163,110,25.3,33.61,27.67
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.6,0.65,12,-42.17,578.3,448,461,909,439,41.9,33.61,27.67
close_position,drawdown_pct+bb_position,0.65,0.75,72,-42.18,578.21,110,115,225,115,30.4,33.6,27.66
close_position,close_position+bb_position,0.85,0.85,12,-42.19,578.06,288,303,591,219,34.7,33.59,27.65
close_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.9,24,-42.19,578.14,192,205,397,64,20.0,33.59,27.65
close_position+bb_position+recovery_pct,close_position+bb_position,0.6,0.75,72,-42.19,578.07,108,114,222,169,29.8,33.59,27.65
close_position,close_position+drawdown_pct+bb_position,0.6,0.8,72,-42.2,577.96,107,113,220,189,27.4,33.58,27.64
bb_position,close_position,0.6,0.8,72,-42.2,578.01,105,112,217,220,25.0,33.58,27.64
close_position+bb_position,bb_position,0.9,0.85,12,-42.2,577.98,284,292,576,301,42.5,33.58,27.64
close_position+bb_position,close_position,0.85,0.75,12,-42.22,577.81,352,361,713,394,40.7,33.56,27.62
close_position+bb_position,close_position+drawdown_pct+bb_position,0.85,0.8,24,-42.22,577.83,238,247,485,123,31.6,33.56,27.62
close_position+recovery_pct,close_position+bb_position,0.8,0.85,96,-42.22,577.79,80,83,163,56,31.3,33.56,27.62
bb_position+recovery_pct,drawdown_pct+bb_position,0.9,0.9,96,-42.22,577.8,78,81,159,35,35.8,33.56,27.62
close_position,close_position+bb_position,0.6,0.8,72,-42.23,577.68,106,113,219,190,26.5,33.55,27.61
close_position+recovery_pct,drawdown_pct+bb_position,0.7,0.7,24,-42.23,577.72,270,284,554,134,29.6,33.55,27.61
close_position,close_position,0.75,0.8,72,-42.24,577.64,104,112,216,127,25.0,33.54,27.6
close_position+bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.9,0.9,72,-42.24,577.61,92,99,191,60,25.3,33.54,27.6
close_position+bb_position,drawdown_pct,0.65,0.6,12,-42.25,577.45,455,473,928,653,42.7,33.53,27.59
close_position+bb_position+recovery_pct,drawdown_pct+bb_position,0.6,0.7,24,-42.25,577.53,278,293,571,113,22.5,33.53,27.59
bb_position+recovery_pct,close_position+bb_position,0.85,0.7,12,-42.26,577.44,378,385,763,497,49.4,33.52,27.58
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.6,48,-42.27,577.35,161,169,330,71,29.0,33.51,27.57
bb_position+recovery_pct,close_position+drawdown_pct+bb_position,0.65,0.8,72,-42.27,577.32,106,113,219,119,24.8,33.51,27.57
bb_position+recovery_pct,close_position+drawdown_pct,0.65,0.7,24,-42.28,577.24,272,284,556,120,27.5,33.5,27.56
close_position,drawdown_pct,0.7,0.75,24,-42.29,577.06,269,282,551,167,27.3,33.49,27.55
close_position,bb_position,0.7,0.75,72,-42.29,577.12,108,114,222,234,30.7,33.49,27.55
recovery_pct,close_position,0.6,0.8,72,-42.29,577.08,105,112,217,131,26.8,33.49,27.55
bb_position+recovery_pct,drawdown_pct,0.6,0.7,48,-42.29,577.11,159,168,327,123,22.6,33.49,27.55
bb_position+recovery_pct,close_position+drawdown_pct,0.75,0.7,12,-42.29,577.11,408,415,823,364,47.5,33.49,27.55
recovery_pct,close_position+bb_position,0.9,0.75,12,-42.32,576.81,325,336,661,452,45.2,33.46,27.52
bb_position,drawdown_pct,0.6,0.6,12,-42.33,576.68,456,474,930,653,42.6,33.45,27.51
close_position+bb_position,close_position,0.6,0.75,12,-42.34,576.57,404,422,826,444,27.5,33.44,27.5
bb_position+recovery_pct,close_position+bb_position,0.7,0.65,48,-42.35,576.54,158,166,324,91,25.9,33.43,27.49
close_position+bb_position,close_position+drawdown_pct,0.8,0.7,12,-42.36,576.37,393,400,793,463,46.5,33.42,27.48
close_position+bb_position+recovery_pct,close_position,0.7,0.75,12,-42.38,576.18,398,412,810,290,32.8,33.4,27.46
close_position+bb_position,bb_position,0.9,0.9,24,-42.39,576.12,207,215,422,82,37.7,33.39,27.45
close_position+bb_position,drawdown_pct+bb_position,0.8,0.8,72,-42.39,576.12,107,112,219,66,23.2,33.39,27.45
